Heure/Date |Mode Guard| |Mode Alarme| Hy3 |Mode erreur|
|07-02-2018 09:40:10| 1 0 0 1
|07-02-2018 09:41:11| 1 0 0 0
|07-02-2018 09:42:13| 1 0 0 0
|07-02-2018 09:43:13| 1 0 0 0
|07-02-2018 09:44:14| 1 0 0 0
|07-02-2018 09:45:14| 1 0 0 0
|07-02-2018 09:46:14| 1 0 0 0
|07-02-2018 09:47:15| 1 0 0 0
|07-02-2018 09:48:15| 1 0 0 0
|07-02-2018 09:49:16| 1 0 0 0
|07-02-2018 09:50:16| 1 0 0 0
|07-02-2018 09:51:16| 1 0 0 0
|07-02-2018 09:52:17| 1 0 0 0
|07-02-2018 09:53:17| 1 0 0 0
|07-02-2018 09:54:18| 1 0 0 0
|07-02-2018 09:55:18| 1 0 0 0
|07-02-2018 09:56:19| 1 0 0 0
|07-02-2018 09:57:19| 1 0 0 0
|07-02-2018 09:58:19| 1 0 0 0
|07-02-2018 09:59:20| 1 0 0 0
|07-02-2018 10:00:21| 1 0 0 0
|07-02-2018 10:01:23| 1 0 0 0
|07-02-2018 10:02:24| 1 0 0 0
|07-02-2018 10:03:25| 1 0 0 0
|07-02-2018 10:04:25| 1 0 0 0
|07-02-2018 10:05:25| 1 0 0 0
|07-02-2018 10:06:26| 1 0 0 0
|07-02-2018 10:07:26| 1 0 0 0
|07-02-2018 10:08:27| 1 0 0 0
|07-02-2018 10:09:27| 1 0 0 0
|07-02-2018 10:10:28| 1 0 0 0
|07-02-2018 10:11:28| 1 0 0 0
|07-02-2018 10:12:29| 1 0 0 0
|07-02-2018 10:13:29| 1 0 0 0
|07-02-2018 10:14:30| 1 0 0 0
|07-02-2018 10:15:30| 1 0 0 0
|07-02-2018 10:16:31| 1 0 0 0
|07-02-2018 10:17:31| 1 0 0 0
|07-02-2018 10:18:32| 1 0 0 0
|07-02-2018 10:19:32| 1 0 0 0
|07-02-2018 10:20:32| 1 0 0 0
|07-02-2018 10:21:33| 1 0 0 0
|07-02-2018 10:22:33| 1 0 0 0
|07-02-2018 10:23:34| 1 0 0 0
|07-02-2018 10:24:34| 1 0 0 0
|07-02-2018 10:25:35| 1 0 0 0
|07-02-2018 10:26:35| 1 0 0 0
|07-02-2018 10:27:35| 1 0 0 0
|07-02-2018 10:28:36| 1 0 0 0
|07-02-2018 10:29:36| 1 0 0 0
|07-02-2018 10:30:37| 1 0 0 0
|07-02-2018 10:31:37| 1 0 0 0
|07-02-2018 10:32:38| 1 0 0 0
|07-02-2018 10:33:39| 1 0 0 0
|07-02-2018 10:34:39| 1 0 0 0
|07-02-2018 10:35:40| 1 0 0 0
|07-02-2018 10:36:40| 1 0 0 0
|07-02-2018 10:37:41| 1 0 0 0
|07-02-2018 10:38:41| 1 0 0 0
|07-02-2018 10:39:42| 1 0 0 0
|07-02-2018 10:40:42| 1 0 0 0
|07-02-2018 10:41:43| 1 0 0 0
|07-02-2018 10:42:43| 1 0 0 0
|07-02-2018 10:43:43| 1 0 0 0
|07-02-2018 10:44:44| 1 0 0 0
|07-02-2018 10:45:44| 1 0 0 0
|07-02-2018 10:46:45| 1 0 0 0
|07-02-2018 10:47:45| 1 0 0 0
|07-02-2018 10:48:46| 1 0 0 0
|07-02-2018 10:49:46| 1 0 0 0
|07-02-2018 10:50:46| 1 0 0 0
|07-02-2018 10:51:47| 1 0 0 0
|07-02-2018 10:52:47| 1 0 0 0
|07-02-2018 10:53:48| 1 0 0 0
|07-02-2018 10:54:48| 1 0 0 0
|07-02-2018 10:55:49| 1 0 0 0
|07-02-2018 10:56:49| 1 0 0 0
|07-02-2018 10:57:49| 1 0 0 0
|07-02-2018 10:58:50| 1 0 0 0
|07-02-2018 10:59:50| 1 0 0 0
|07-02-2018 11:00:50| 1 0 0 0
|07-02-2018 11:01:51| 1 0 0 0
|07-02-2018 11:02:51| 1 0 0 0
|07-02-2018 11:03:52| 1 0 0 0
|07-02-2018 11:04:52| 1 0 0 0
|07-02-2018 11:05:53| 1 0 0 0
|07-02-2018 11:06:53| 1 0 0 0
|07-02-2018 11:07:54| 1 0 0 0
|07-02-2018 11:08:54| 1 0 0 0
|07-02-2018 11:09:54| 1 0 0 0
|07-02-2018 11:10:55| 1 0 0 0
|07-02-2018 11:11:55| 1 0 0 0
|07-02-2018 11:12:55| 1 0 0 0
|07-02-2018 11:13:56| 1 0 0 0
|07-02-2018 11:14:56| 1 0 0 0
|07-02-2018 11:15:57| 1 0 0 0
|07-02-2018 11:16:58| 1 0 0 0
|07-02-2018 11:17:58| 1 0 0 0
|07-02-2018 11:18:59| 1 0 0 0
|07-02-2018 11:19:59| 1 0 0 0
|07-02-2018 11:21:00| 1 0 0 0
|07-02-2018 11:22:00| 1 0 0 0
|07-02-2018 11:23:00| 1 0 0 0
|07-02-2018 11:24:01| 1 0 0 0
|07-02-2018 11:25:01| 1 0 0 0
|07-02-2018 11:26:01| 1 0 0 0
|07-02-2018 11:27:02| 1 0 0 0
|07-02-2018 11:28:02| 1 0 0 0
|07-02-2018 11:29:03| 1 0 0 0
|07-02-2018 11:30:03| 1 0 0 0
|07-02-2018 11:31:04| 1 0 0 0
|07-02-2018 11:32:04| 1 0 0 0
|07-02-2018 11:33:05| 1 0 0 0
|07-02-2018 11:34:05| 1 0 0 0
|07-02-2018 11:35:06| 1 0 0 0
|07-02-2018 11:36:06| 1 0 0 0
|07-02-2018 11:37:07| 1 0 0 0
|07-02-2018 11:38:07| 1 0 0 0
|07-02-2018 11:39:07| 1 0 0 0
|07-02-2018 11:40:08| 1 0 0 0
|07-02-2018 11:41:08| 1 0 0 0
|07-02-2018 11:42:09| 1 0 0 0
|07-02-2018 11:43:09| 1 0 0 0
|07-02-2018 11:44:10| 1 0 0 0
|07-02-2018 11:45:10| 1 0 0 0
|07-02-2018 11:46:11| 1 0 0 0
|07-02-2018 11:47:11| 1 0 0 0
|07-02-2018 11:48:11| 1 0 0 0
|07-02-2018 11:49:12| 1 0 0 0
|07-02-2018 11:50:12| 1 0 0 0
|07-02-2018 11:51:13| 1 0 0 0
|07-02-2018 11:52:13| 1 0 0 0
|07-02-2018 11:53:13| 1 0 0 0
|07-02-2018 11:54:14| 1 0 0 0
|07-02-2018 11:55:14| 1 0 0 0
|07-02-2018 11:56:15| 1 0 0 0
|07-02-2018 11:57:15| 1 0 0 0
|07-02-2018 11:58:15| 1 0 0 0
|07-02-2018 11:59:16| 1 0 0 0
